name,founded_year,category_code,total_money_raised,deadpooled_year,num_offices,office_1_longitude,office_1_latitude,office_1_location,office_1_city,office_1_state_code,office_1_country_code,office_2_longitude,office_2_latitude,office_2_location,office_2_city,office_2_state_code,office_2_country_code,office_3_longitude,office_3_latitude,office_3_location,office_3_city,office_3_state_code,office_3_country_code,office_4_longitude,office_4_latitude,office_4_location,office_4_city,office_4_state_code,office_4_country_code,office_5_longitude,office_5_latitude,office_5_location,office_5_city,office_5_state_code,office_5_country_code,office_6_longitude,office_6_latitude,office_6_location,office_6_city,office_6_state_code,office_6_country_code,office_7_longitude,office_7_latitude,office_7_location,office_7_city,office_7_state_code,office_7_country_code,office_8_longitude,office_8_latitude,office_8_location,office_8_city,office_8_state_code,office_8_country_code,office_9_longitude,office_9_latitude,office_9_location,office_9_city,office_9_state_code,office_9_country_code,office_10_longitude,office_10_latitude,office_10_location,office_10_city,office_10_state_code,office_10_country_code,office_11_longitude,office_11_latitude,office_11_location,office_11_city,office_11_state_code,office_11_country_code,office_12_longitude,office_12_latitude,office_12_location,office_12_city,office_12_state_code,office_12_country_code,total_money_raised_currency,total_money_raised_USD
EnTrip,2008.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Povo,2007.0,advertising,0.0,2011.0,1,-71.069668,42.346723,"{'type': 'Point', 'coordinates': [-71.069668, 42.346723]}",Boston,MA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Kyko,,consulting,0.0,,1,-1.496319,52.312964,"{'type': 'Point', 'coordinates': [-1.496319, 52.312964]}",Warwickshire,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
quillp,,web,0.0,,1,9.468598,47.16658,"{'type': 'Point', 'coordinates': [9.468598, 47.16658]}",St. Gallen/Buchs,,CHE,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
LifeMed Media,2004.0,other,0.0,,1,-73.372012,41.119815,"{'type': 'Point', 'coordinates': [-73.372012, 41.119815]}",Westport,CT,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
smashLAB,2000.0,consulting,0.0,,1,-123.1101383,49.2839417,"{'type': 'Point', 'coordinates': [-123.1101383, 49.2839417]}",Vancouver,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Content Kings,2006.0,advertising,0.0,,1,-118.495792,34.015386,"{'type': 'Point', 'coordinates': [-118.495792, 34.015386]}",Santa Monica,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Whole Travel,2006.0,search,0.0,,1,-122.161284,37.445739,"{'type': 'Point', 'coordinates': [-122.161284, 37.445739]}",Palo Alto,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Syria Nobles,1997.0,web,0.0,,1,-117.4400156,34.0739586,"{'type': 'Point', 'coordinates': [-117.4400156, 34.0739586]}",Fontana,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Creativity Cafe,1980.0,other,0.0,,1,-156.4488318,20.7824351,"{'type': 'Point', 'coordinates': [-156.4488318, 20.7824351]}",Kihei,HI,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
These Lovely Days,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
litl,2007.0,hardware,0.0,,2,-71.079843,42.349715,"{'type': 'Point', 'coordinates': [-71.079843, 42.349715]}",Boston,MA,USA,-0.139244,51.511494,"{'type': 'Point', 'coordinates': [-0.139244, 51.511494]}",London,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Paradigm Staffing,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
InPage Incorporated,2006.0,advertising,0.0,,1,-80.8434,35.2267,"{'type': 'Point', 'coordinates': [-80.8434, 35.2267]}",Charlotte,NC,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Current Communications Group,,web,113000000.0,,1,-77.266168,39.193953,"{'type': 'Point', 'coordinates': [-77.266168, 39.193953]}","Germantown,",MD,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,113000000.0
SnackFeed,2008.0,games_video,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
BuzzPal,,games_video,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Shercom,1999.0,security,0.0,,1,-6.922036,52.82134,"{'type': 'Point', 'coordinates': [-6.922036, 52.82134]}",Carlow,,IRL,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Solinet,,software,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Four11,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
ExposureManager,2004.0,ecommerce,0.0,,1,-118.357883,33.844642,"{'type': 'Point', 'coordinates': [-118.357883, 33.844642]}",Torrance,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Yoyodyne Entertainment,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
GeoCities,1996.0,network_hosting,40000000.0,2009.0,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,40000000.0
AdInterax,,,0.0,,1,-122.0250403,37.4163228,"{'type': 'Point', 'coordinates': [-122.0250403, 37.4163228]}",Sunnyvale,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Whereonearth,1995.0,software,0.0,,1,-0.128958,51.513422,"{'type': 'Point', 'coordinates': [-0.128958, 51.513422]}",London,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Konfabulator,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Dialpad,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
TeRespondo,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Stadeon,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Stata Labs,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
The All-Seeing Eye,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
3721 Internet Assistant,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Inktomi,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
AlltheWeb,1999.0,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Hotjobs,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Launch Media,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Kimo,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Arthas,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
MyQuest,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Online Anywhere,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Encompass,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
HyperParallel,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Sportasy,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Webcal,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Viaweb,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Net Controls,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
LotusJump,2007.0,advertising,0.0,,1,-111.688241,40.280712,"{'type': 'Point', 'coordinates': [-111.688241, 40.280712]}",Orem,UT,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
2020systems,,advertising,0.0,,1,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
FISCAL Technologies,2002.0,software,0.0,,2,-0.9717955,51.4323208,"{'type': 'Point', 'coordinates': [-0.9717955, 51.4323208]}",READING,,GBR,-78.927914,35.924301,"{'type': 'Point', 'coordinates': [-78.927914, 35.924301]}",Durham,NC,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Calameo,2008.0,web,0.0,,1,2.308019,48.871174,"{'type': 'Point', 'coordinates': [2.308019, 48.871174]}",Paris,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
M2C2 Communications,2004.0,consulting,0.0,,1,-73.8728534,45.4355532,"{'type': 'Point', 'coordinates': [-73.8728534, 45.4355532]}",Beaconsfield,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Visuamobile,2008.0,software,0.0,,1,2.3602202,48.8691369,"{'type': 'Point', 'coordinates': [2.3602202, 48.8691369]}",Paris,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
e-Value (Germany),,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
MivzaMedia,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Creopolis,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
FreeStudentEducation,2008.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
foo,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Lexcycle,2007.0,mobile,0.0,,1,-122.619909,45.512657,"{'type': 'Point', 'coordinates': [-122.619909, 45.512657]}",Portland,OR,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Antezeta,2006.0,consulting,0.0,,1,9.186942,45.489135,"{'type': 'Point', 'coordinates': [9.186942, 45.489135]}",Milan,,ITA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
GridFusions,2004.0,advertising,0.0,,1,-0.3713868,50.8147114,"{'type': 'Point', 'coordinates': [-0.3713868, 50.8147114]}",Worthing,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
JayCut,1996.0,enterprise,0.0,,1,18.0717355,59.3354889,"{'type': 'Point', 'coordinates': [18.0717355, 59.3354889]}",Stockholm,,SWE,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Georgia Travel Guide,2007.0,other,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
FanPrice,2007.0,games_video,0.0,2011.0,1,-122.636071,38.233786,"{'type': 'Point', 'coordinates': [-122.636071, 38.233786]}",Los Angeles,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
QuieroMirar!,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Oh!NEWSLETTER,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
BeDesk,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
MobiRumor,2008.0,mobile,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
42 Friends,,software,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
3K Interactive,,advertising,0.0,,1,-117.143917,32.774948,"{'type': 'Point', 'coordinates': [-117.143917, 32.774948]}",San Diego,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Indomite,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
IntoSpace,2008.0,other,0.0,,1,-122.393041,37.779558,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
ReplayGamez,2008.0,games_video,0.0,,1,-95.693347,29.550027,"{'type': 'Point', 'coordinates': [-95.693347, 29.550027]}",Flowermound,TX,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
3 Phases Renewables,1994.0,cleantech,0.0,,1,-118.395756,33.892837,"{'type': 'Point', 'coordinates': [-118.395756, 33.892837]}",Manhattan Beach,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
EvDomains,2007.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
EvPal,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
PubSub,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Aster Technologies,,consulting,0.0,,1,-118.836014,34.1692256,"{'type': 'Point', 'coordinates': [-118.836014, 34.1692256]}",Thousand Oaks,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Core Software,1999.0,software,0.0,,1,78.313807,17.433175,"{'type': 'Point', 'coordinates': [78.313807, 17.433175]}",Hyderabad,,IND,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
IGOpeople,2008.0,network_hosting,0.0,,1,-6.249789,53.336139,"{'type': 'Point', 'coordinates': [-6.249789, 53.336139]}",Dublin,,IRL,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
hi-tech e internet,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
University of Metaphysical Sciences,,other,0.0,,1,-124.083,40.8668,"{'type': 'Point', 'coordinates': [-124.083, 40.8668]}",Arcata,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Tampa Bay Recycling,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
SDH Group,2003.0,other,915000.0,2011.0,1,-82.663026,27.765455,"{'type': 'Point', 'coordinates': [-82.663026, 27.765455]}",St. Petersburg,FL,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,915000.0
1FreeCart,2006.0,ecommerce,0.0,,1,-97.3375,37.6924,"{'type': 'Point', 'coordinates': [-97.3375, 37.6924]}",Wichita,KS,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
LiveStub,,ecommerce,0.0,2009.0,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
MyShape,2003.0,ecommerce,28000000.0,2013.0,1,-118.132377,34.141876,"{'type': 'Point', 'coordinates': [-118.132377, 34.141876]}",Glendale,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,28000000.0
FlameUp,2008.0,network_hosting,0.0,2013.0,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
AOptix Technologies,2000.0,biotech,69900000.0,,1,-121.94356,37.279485,"{'type': 'Point', 'coordinates': [-121.94356, 37.279485]}",Campbell,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,69900000.0
EyeSpot,2005.0,web,3700000.0,2008.0,1,-118.322959,33.84406,"{'type': 'Point', 'coordinates': [-118.322959, 33.84406]}",Torrance,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,3700000.0
Kodiak Networks,2001.0,mobile,15000000.0,,1,-96.692498,33.012646,"{'type': 'Point', 'coordinates': [-96.692498, 33.012646]}",Plano,TX,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,15000000.0
Idolator,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Absolute Punk,1997.0,games_video,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Modo Marketing,2004.0,consulting,0.0,,1,-0.421944,39.64073,"{'type': 'Point', 'coordinates': [-0.421944, 39.64073]}",Valencia,,ESP,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Tagpoint,2007.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Adhese,1999.0,software,0.0,,1,3.727134,51.04705,"{'type': 'Point', 'coordinates': [3.727134, 51.04705]}",Gentbrugge,,BEL,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Monetaire,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
fotoglif,2008.0,web,0.0,,1,-79.394325,43.647,"{'type': 'Point', 'coordinates': [-79.394325, 43.647]}",Toronto,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Demand Solutions Group,,consulting,125000.0,,1,-121.966908,37.229335,"{'type': 'Point', 'coordinates': [-121.966908, 37.229335]}",Los Gatos,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,125000.0
My Family,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
FamilyLink,2006.0,web,3650000.0,,1,-111.643179,40.250096,"{'type': 'Point', 'coordinates': [-111.643179, 40.250096]}",Provo,UT,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,3650000.0
